contig	genus
NODE_2973_length_1088_cov_1.023233	Lumosvirus
NODE_2974_length_1087_cov_2.086240	Hoswirudivirus
NODE_2976_length_1087_cov_1.778101	Chiangmaivirus
NODE_2977_length_1086_cov_3.045587	Incheonvirus
NODE_2978_length_1085_cov_3.008738	Machinavirus
NODE_2980_length_1085_cov_1.745631	Jenstvirus
NODE_2983_length_1085_cov_1.387379	Tequintavirus
NODE_2984_length_1085_cov_1.273786	Fernvirus
NODE_2985_length_1084_cov_3.259475	Slashvirus
NODE_2989_length_1083_cov_1.206226	Pleetrevirus
NODE_2990_length_1083_cov_1.131323	Litunavirus
NODE_2991_length_1082_cov_3.058423	Tequintavirus
NODE_2992_length_1082_cov_1.857838	Mooglevirus
NODE_2993_length_1082_cov_1.371957	Punavirus
NODE_2994_length_1082_cov_1.344693	Litunavirus
NODE_2995_length_1081_cov_5.560429	Gelderlandvirus
NODE_2996_length_1081_cov_1.991228	Gelderlandvirus
NODE_2997_length_1081_cov_1.759259	Phietavirus
NODE_2998_length_1079_cov_3.157227	Chiangmaivirus
NODE_2999_length_1079_cov_2.159180	Acadevirus
NODE_3000_length_1079_cov_1.964844	Samistivirus
NODE_3001_length_1079_cov_1.708008	Efquatrovirus
NODE_3002_length_1079_cov_1.158203	Vendettavirus
NODE_3003_length_1078_cov_1.612903	Vequintavirus
NODE_3005_length_1077_cov_5.908023	Kayvirus
NODE_3006_length_1077_cov_5.346380	Kayvirus
NODE_3007_length_1077_cov_2.493151	Dhakavirus
NODE_3008_length_1077_cov_1.497065	Nonagvirus
NODE_3009_length_1077_cov_1.078278	Pahexavirus
NODE_3010_length_1076_cov_2.905975	Phietavirus
NODE_3011_length_1076_cov_1.394711	Biseptimavirus
NODE_3012_length_1076_cov_1.226249	Fengtaivirus
NODE_3014_length_1076_cov_0.940255	Chivirus
NODE_3015_length_1075_cov_2.205882	Slashvirus
NODE_3016_length_1072_cov_3.001967	Gelderlandvirus
NODE_3017_length_1072_cov_2.453294	Mazuvirus
NODE_3018_length_1072_cov_1.800393	Jesfedecavirus
NODE_3019_length_1072_cov_1.475910	Phimunavirus
NODE_3020_length_1071_cov_1.998031	Vequintavirus
NODE_3021_length_1070_cov_1.176355	Gorjumvirus
NODE_3024_length_1068_cov_2.721619	Siminovitchvirus
NODE_3025_length_1068_cov_1.936821	Sokavirus
NODE_3027_length_1067_cov_1.913043	Jenstvirus
NODE_3029_length_1066_cov_2.358061	Slashvirus
NODE_3031_length_1066_cov_1.934718	Dubowvirus
NODE_3032_length_1066_cov_1.675569	Otagovirus
NODE_3033_length_1066_cov_1.337290	Acadevirus
NODE_3036_length_1063_cov_2.237103	Wellingtonvirus
NODE_3038_length_1062_cov_2.596822	Sokavirus
NODE_3041_length_1062_cov_0.840119	Soupsvirus
NODE_3042_length_1061_cov_2.143141	Caeruleovirus
NODE_3043_length_1061_cov_1.704771	Samistivirus
NODE_3044_length_1061_cov_1.659046	Pakpunavirus
NODE_3045_length_1061_cov_1.333996	Jesfedecavirus
NODE_3046_length_1060_cov_1.404975	Rerduovirus
NODE_3047_length_1059_cov_2.171315	Chiangmaivirus
NODE_3048_length_1058_cov_2.585244	Fukuivirus
NODE_3049_length_1058_cov_1.697906	Jesfedecavirus
NODE_3050_length_1056_cov_7.257742	Tequatrovirus
NODE_3053_length_1056_cov_1.746254	Copernicusvirus
NODE_3054_length_1055_cov_3.092000	Machinavirus
NODE_3055_length_1055_cov_2.847000	Pseudotevenvirus
NODE_3056_length_1055_cov_2.844000	Hopescreekvirus
NODE_3057_length_1055_cov_2.668000	Chiangmaivirus
NODE_3058_length_1055_cov_1.609000	Flaumdravirus
NODE_3059_length_1054_cov_2.475475	Pseudotevenvirus
NODE_3060_length_1054_cov_2.003003	Jiaodavirus
NODE_3061_length_1053_cov_2.050100	Bixzunavirus
NODE_3062_length_1053_cov_1.138277	Waukeshavirus
NODE_3066_length_1049_cov_4.372233	Chalconvirus
NODE_3067_length_1049_cov_1.901408	Biseptimavirus
NODE_3068_length_1048_cov_3.592145	Phietavirus
NODE_3069_length_1048_cov_3.299094	Kochikohdavirus
NODE_3072_length_1048_cov_1.607251	Pollockvirus
NODE_3073_length_1047_cov_2.369960	Tequatrovirus
NODE_3075_length_1047_cov_1.158266	Nonagvirus
NODE_3076_length_1046_cov_2.486377	Alisovirus
NODE_3077_length_1046_cov_1.458123	Seuratvirus
NODE_3078_length_1046_cov_1.326942	Jesfedecavirus
NODE_3080_length_1041_cov_2.610548	Dhakavirus
NODE_3081_length_1040_cov_20.176650	Tequatrovirus
NODE_3082_length_1040_cov_1.955330	Slashvirus
NODE_3083_length_1040_cov_1.646701	Nezavisimistyvirus
NODE_3084_length_1040_cov_1.404061	Rockvillevirus
NODE_3085_length_1040_cov_1.224365	Nonagvirus
NODE_3086_length_1038_cov_2.073245	Fukuivirus
NODE_3087_length_1038_cov_1.791455	Pakpunavirus
NODE_3088_length_1038_cov_1.782299	Suspvirus
NODE_3089_length_1037_cov_2.076375	Tequintavirus
NODE_3090_length_1037_cov_1.599796	Nezavisimistyvirus
NODE_3093_length_1037_cov_1.092668	Rosenblumvirus
NODE_3094_length_1037_cov_1.045825	Punavirus
NODE_3095_length_1036_cov_3.218145	Chalconvirus
NODE_3096_length_1036_cov_2.931702	Wphvirus
NODE_3097_length_1036_cov_1.747197	Derbicusvirus
NODE_3098_length_1036_cov_1.618756	Kuttervirus
NODE_3099_length_1036_cov_1.469929	Samistivirus
NODE_3100_length_1036_cov_1.086646	Soupsvirus
NODE_3101_length_1035_cov_1.543878	Oslovirus
NODE_3104_length_1034_cov_16.343207	Tequatrovirus
NODE_3105_length_1034_cov_4.054137	Potamoivirus
NODE_3106_length_1034_cov_3.480082	Caeruleovirus
NODE_3107_length_1034_cov_2.320735	Lilyvirus
NODE_3109_length_1034_cov_1.524004	Otagovirus
NODE_3110_length_1034_cov_1.377937	Kuravirus
NODE_3112_length_1033_cov_2.197342	Fukuivirus
NODE_3113_length_1033_cov_1.872188	Caeruleovirus
NODE_3114_length_1033_cov_1.720859	Tequintavirus
NODE_3115_length_1033_cov_1.654397	Gordtnkvirus
NODE_3116_length_1033_cov_1.501022	Skunavirus
NODE_3117_length_1032_cov_2.484135	Caeruleovirus
NODE_3118_length_1031_cov_1.625000	Cheoctovirus
NODE_3119_length_1031_cov_1.619877	Nezavisimistyvirus
NODE_3121_length_1031_cov_1.410861	Kuttervirus
NODE_3122_length_1031_cov_1.323770	Obolenskvirus
NODE_3123_length_1028_cov_1.655704	Lauvirus
NODE_3124_length_1028_cov_1.570401	Epseptimavirus
NODE_3126_length_1028_cov_1.210689	Luzseptimavirus
NODE_3128_length_1026_cov_3.360453	Wphvirus
NODE_3130_length_1026_cov_1.612770	Certrevirus
NODE_3131_length_1026_cov_1.336766	Otagovirus
NODE_3132_length_1025_cov_6.388660	Bequatrovirus
NODE_3133_length_1025_cov_3.987629	Bequatrovirus
NODE_3134_length_1025_cov_1.710309	Unaquatrovirus
NODE_3135_length_1025_cov_1.438144	Nezavisimistyvirus
NODE_3137_length_1024_cov_4.460268	Tequintavirus
NODE_3138_length_1024_cov_2.267286	Sokavirus
NODE_3140_length_1023_cov_2.976240	Wphvirus
NODE_3142_length_1023_cov_2.216942	Derbicusvirus
NODE_3143_length_1023_cov_1.389463	Bixzunavirus
NODE_3144_length_1023_cov_1.280992	Flaumdravirus
NODE_3145_length_1023_cov_1.275826	Dongdastvirus
NODE_3146_length_1022_cov_19.392968	Tequatrovirus
NODE_3147_length_1022_cov_2.862461	Machinavirus
NODE_3149_length_1022_cov_1.637022	Fernvirus
NODE_3150_length_1021_cov_1.519669	Jesfedecavirus
NODE_3151_length_1020_cov_2.623834	Pollockvirus
NODE_3152_length_1020_cov_2.449741	Tequintavirus
NODE_3153_length_1020_cov_2.321244	Fukuivirus
NODE_3154_length_1020_cov_1.448705	Cecivirus
NODE_3156_length_1019_cov_1.914938	Suspvirus
NODE_3158_length_1018_cov_1.400831	Diegovirus
NODE_3159_length_1017_cov_1.944906	Caeruleovirus
NODE_3160_length_1017_cov_1.669439	Pleetrevirus
NODE_3162_length_1016_cov_2.002081	Machinavirus
NODE_3163_length_1016_cov_1.470343	Derbicusvirus
NODE_3164_length_1015_cov_4.287500	Neptunevirus
NODE_3165_length_1015_cov_2.986458	Wphvirus
NODE_3166_length_1015_cov_1.461458	Cheoctovirus
NODE_3167_length_1014_cov_1.153285	Samistivirus
NODE_3168_length_1013_cov_4.003132	Tequatrovirus
NODE_3169_length_1013_cov_3.216075	Chalconvirus
NODE_3170_length_1013_cov_1.957203	Suspvirus
NODE_3171_length_1012_cov_2.931034	Wphvirus
NODE_3172_length_1012_cov_2.775340	Chiangmaivirus
NODE_3174_length_1012_cov_1.768025	Libanvirus
NODE_3177_length_1011_cov_3.109833	Chiangmaivirus
NODE_3178_length_1010_cov_3.353927	Tulanevirus
NODE_3180_length_1010_cov_1.537173	Lilyvirus
NODE_3181_length_1009_cov_2.831237	Caeruleovirus
NODE_3182_length_1009_cov_0.719078	Chivirus
NODE_3183_length_1008_cov_3.493179	Caeruleovirus
NODE_3184_length_1007_cov_2.844538	Tequatrovirus
NODE_3185_length_1007_cov_2.391807	Dhakavirus
NODE_3187_length_1007_cov_1.628151	Pagevirus
NODE_3188_length_1007_cov_1.544118	Samistivirus
NODE_3190_length_1006_cov_1.493165	Jenstvirus
NODE_3191_length_1006_cov_1.450053	Apdecimavirus
NODE_3192_length_1006_cov_1.094637	Litunavirus
NODE_3193_length_1005_cov_10.926316	Tequatrovirus
NODE_3194_length_1005_cov_2.292632	Thornevirus
NODE_3195_length_1005_cov_2.115789	Efquatrovirus
NODE_3197_length_1003_cov_3.458861	Tequatrovirus
NODE_3198_length_1003_cov_1.905063	Nezavisimistyvirus
NODE_3200_length_1003_cov_1.208861	Otagovirus
NODE_3201_length_1003_cov_1.020042	Gorjumvirus
NODE_3202_length_1002_cov_5.781415	Tequatrovirus
NODE_3203_length_1002_cov_2.796199	Chiangmaivirus
NODE_3205_length_1002_cov_1.845829	Slashvirus
NODE_3206_length_1002_cov_1.491024	Citrovirus
NODE_3207_length_1002_cov_1.384372	Unaquatrovirus
NODE_3208_length_1001_cov_4.881607	Kayvirus
NODE_3209_length_1001_cov_1.839323	Unahavirus
NODE_3210_length_1001_cov_1.787526	Biseptimavirus
NODE_3211_length_1000_cov_1.638095	Pseudotevenvirus
NODE_3212_length_999_cov_2.127119	Fukuivirus
NODE_3213_length_999_cov_1.912076	Jenstvirus
NODE_3217_length_996_cov_3.204038	Gaprivervirus
NODE_3218_length_996_cov_1.501594	Citrovirus
NODE_3219_length_996_cov_1.392136	Kuravirus
NODE_3220_length_996_cov_0.885228	Fromanvirus
NODE_3221_length_995_cov_4.359574	Caeruleovirus
NODE_3222_length_995_cov_1.934043	Jesfedecavirus
NODE_3223_length_995_cov_1.867021	Moonvirus
NODE_3224_length_994_cov_1.666667	Nezavisimistyvirus
NODE_3225_length_994_cov_1.084132	Tlsvirus
NODE_3226_length_994_cov_1.028754	Waukeshavirus
NODE_3227_length_993_cov_4.495736	Dhakavirus
NODE_3230_length_992_cov_2.018143	Johnsonvirus
NODE_3231_length_992_cov_1.565635	Vequintavirus
NODE_3233_length_991_cov_2.600427	Wphvirus
NODE_3235_length_990_cov_1.795722	Slashvirus
NODE_3236_length_990_cov_1.188235	Jesfedecavirus
NODE_3237_length_989_cov_1.958244	Certrevirus
NODE_3238_length_989_cov_1.375803	Apdecimavirus
NODE_3239_length_989_cov_1.374732	Bixzunavirus
NODE_3241_length_988_cov_2.391211	Pseudotevenvirus
NODE_3242_length_988_cov_2.054662	Certrevirus
NODE_3243_length_988_cov_1.848875	Derbicusvirus
NODE_3244_length_987_cov_2.208155	Fukuivirus
NODE_3245_length_987_cov_1.965665	Fukuivirus
NODE_3246_length_987_cov_1.918455	Lilyvirus
NODE_3248_length_986_cov_1.263158	Punavirus
NODE_3249_length_986_cov_1.121375	Efquatrovirus
NODE_3250_length_985_cov_2.793548	Johnsonvirus
NODE_3251_length_985_cov_2.130108	Fukuivirus
NODE_3252_length_985_cov_1.445161	Jimmervirus
NODE_3253_length_984_cov_3.491927	Caeruleovirus
NODE_3255_length_984_cov_1.615716	Certrevirus
NODE_3257_length_983_cov_2.601293	Caeruleovirus
NODE_3258_length_983_cov_2.203664	Mooglevirus
NODE_3259_length_983_cov_1.706897	Bixzunavirus
NODE_3260_length_983_cov_1.675647	Rosenblumvirus
NODE_3261_length_982_cov_3.233010	Mosigvirus
NODE_3262_length_982_cov_1.798274	Phietavirus
NODE_3263_length_982_cov_1.706580	Citrovirus
NODE_3264_length_982_cov_1.442287	Otagovirus
NODE_3266_length_982_cov_1.405609	Jesfedecavirus
NODE_3267_length_982_cov_0.818770	Webervirus
NODE_3268_length_981_cov_2.618790	Gaprivervirus
NODE_3270_length_980_cov_1.838919	Obolenskvirus
NODE_3271_length_980_cov_1.104865	Bendigovirus
NODE_3272_length_979_cov_3.068182	Bequatrovirus
NODE_3273_length_979_cov_2.791126	Chiangmaivirus
NODE_3274_length_979_cov_2.456710	Gelderlandvirus
NODE_3275_length_977_cov_1.990239	Emdodecavirus
NODE_3277_length_976_cov_19.110749	Tequatrovirus
NODE_3278_length_976_cov_2.248643	Machinavirus
NODE_3279_length_976_cov_2.158523	Emdodecavirus
NODE_3280_length_976_cov_2.150923	Felixounavirus
NODE_3281_length_975_cov_1.890217	Hubeivirus
NODE_3283_length_974_cov_0.892274	Cheoctovirus
NODE_3284_length_973_cov_2.872549	Gelderlandvirus
NODE_3285_length_973_cov_2.032680	Wphvirus
NODE_3286_length_973_cov_1.385621	Smoothievirus
NODE_3287_length_972_cov_1.981461	Bequatrovirus
NODE_3288_length_971_cov_1.131004	Teetrevirus
NODE_3289_length_970_cov_9.101639	Kayvirus
NODE_3290_length_970_cov_5.217486	Wphvirus
NODE_3291_length_970_cov_3.383607	Caeruleovirus
NODE_3292_length_970_cov_2.130055	Derbicusvirus
NODE_3293_length_970_cov_1.468852	Vequintavirus
NODE_3294_length_969_cov_3.147702	Pseudotevenvirus
NODE_3295_length_969_cov_0.893873	Gordtnkvirus
NODE_3298_length_966_cov_1.671789	Libanvirus
NODE_3299_length_966_cov_1.498353	Certrevirus
NODE_3301_length_964_cov_1.839384	Machinavirus
NODE_3302_length_964_cov_1.576458	Jesfedecavirus
NODE_3303_length_964_cov_1.427943	Rockvillevirus
NODE_3304_length_964_cov_1.157316	Citrovirus
NODE_3305_length_964_cov_1.025303	Unaquatrovirus
NODE_3306_length_964_cov_0.958196	Demosthenesvirus
NODE_3307_length_963_cov_1.274229	Bendigovirus
NODE_3308_length_962_cov_2.070562	Fukuivirus
NODE_3309_length_962_cov_1.875413	Wphvirus
NODE_3310_length_961_cov_2.645695	Pseudotevenvirus
NODE_3311_length_961_cov_2.081678	Chiangmaivirus
NODE_3312_length_960_cov_3.896133	Tequatrovirus
NODE_3313_length_960_cov_2.235359	Alisovirus
NODE_3315_length_959_cov_22.394912	Tequatrovirus
NODE_3317_length_959_cov_1.431416	Phietavirus
NODE_3318_length_959_cov_1.259956	Acadevirus
NODE_3319_length_958_cov_1.483942	Pakpunavirus
NODE_3320_length_958_cov_1.213732	Nezavisimistyvirus
NODE_3322_length_958_cov_1.126246	Lumosvirus
NODE_3323_length_957_cov_1.569845	Suspvirus
NODE_3324_length_956_cov_2.489456	Erskinevirus
NODE_3326_length_956_cov_1.740289	Jenstvirus
NODE_3327_length_955_cov_1.888889	Pacinivirus
NODE_3328_length_955_cov_1.681111	Kuttervirus
NODE_3330_length_955_cov_1.213333	Samistivirus
NODE_3332_length_955_cov_1.101111	Berlinvirus
NODE_3334_length_955_cov_0.993333	Pleetrevirus
NODE_3336_length_954_cov_1.491657	Bixzunavirus
NODE_3337_length_954_cov_1.361513	Rosenblumvirus
NODE_3339_length_954_cov_0.963293	Pahexavirus
NODE_3340_length_953_cov_1.628062	Rockefellervirus
NODE_3341_length_952_cov_2.431438	Tequintavirus
NODE_3342_length_952_cov_1.956522	Rosemountvirus
NODE_3344_length_952_cov_1.668896	Bixzunavirus
NODE_3345_length_951_cov_2.311384	Libanvirus
NODE_3347_length_951_cov_1.535714	Derbicusvirus
NODE_3348_length_950_cov_1.634637	Rosemountvirus
NODE_3349_length_950_cov_1.070391	Oneupvirus
NODE_3350_length_949_cov_1.983221	Derbicusvirus
NODE_3352_length_948_cov_19.011198	Tequatrovirus
NODE_3353_length_948_cov_3.118701	Dhakavirus
NODE_3354_length_947_cov_1.985426	Colunavirus
NODE_3355_length_947_cov_1.079596	Efquatrovirus
NODE_3356_length_947_cov_0.937220	Jerseyvirus
NODE_3357_length_946_cov_2.466891	Mooglevirus
NODE_3359_length_945_cov_3.234831	Nereusvirus
NODE_3361_length_944_cov_4.713161	Gelderlandvirus
NODE_3362_length_944_cov_3.487064	Gelderlandvirus
NODE_3363_length_944_cov_2.695163	Epseptimavirus
NODE_3364_length_944_cov_2.448819	Derbicusvirus
NODE_3365_length_943_cov_1.074324	Pahexavirus
NODE_3366_length_942_cov_3.664036	Kayvirus
NODE_3367_length_942_cov_1.222097	Luzseptimavirus
NODE_3368_length_941_cov_15.253950	Tequatrovirus
NODE_3373_length_939_cov_3.285068	Libanvirus
NODE_3374_length_939_cov_1.492081	Flaumdravirus
NODE_3375_length_939_cov_1.216063	Jesfedecavirus
NODE_3377_length_938_cov_4.310306	Tequatrovirus
NODE_3378_length_938_cov_2.077010	Dhakavirus
NODE_3380_length_938_cov_1.377123	Samistivirus
NODE_3381_length_938_cov_1.107588	Litunavirus
NODE_3382_length_937_cov_3.606576	Wellingtonvirus
NODE_3383_length_937_cov_2.539683	Hubeivirus
NODE_3384_length_937_cov_2.243764	Sokavirus
NODE_3385_length_937_cov_2.158730	Bixzunavirus
NODE_3386_length_937_cov_1.802721	Vequintavirus
NODE_3387_length_936_cov_5.416572	Kayvirus
NODE_3388_length_936_cov_4.761635	Kayvirus
NODE_3389_length_936_cov_4.619750	Kayvirus
NODE_3390_length_936_cov_3.876277	Fipvunavirus
NODE_3391_length_936_cov_3.442679	Cymopoleiavirus
NODE_3392_length_935_cov_2.337500	Sokavirus
NODE_3393_length_935_cov_1.939773	Caeruleovirus
NODE_3394_length_934_cov_1.941980	Rockvillevirus
NODE_3395_length_934_cov_1.598407	Fernvirus
NODE_3396_length_934_cov_1.523322	Punavirus
NODE_3397_length_934_cov_1.344710	Nonagvirus
NODE_3399_length_933_cov_1.790433	Chiangmaivirus
NODE_3400_length_933_cov_1.735763	Paundecimvirus
NODE_3401_length_933_cov_0.906606	Pleetrevirus
NODE_3402_length_932_cov_2.296465	Bequatrovirus
NODE_3405_length_932_cov_1.608894	Jesfedecavirus
NODE_3406_length_932_cov_0.990878	Chivirus
NODE_3407_length_931_cov_2.102740	Caeruleovirus
NODE_3408_length_931_cov_1.754566	Otagovirus
NODE_3409_length_931_cov_1.313927	Emalynvirus
NODE_3410_length_931_cov_1.285388	Litunavirus
NODE_3411_length_930_cov_4.516571	Kayvirus
NODE_3412_length_930_cov_3.590857	Kayvirus
NODE_3413_length_930_cov_2.488000	Tulanevirus
NODE_3414_length_930_cov_2.189714	Samistivirus
NODE_3415_length_930_cov_2.099429	Schiekvirus
NODE_3416_length_930_cov_2.044571	Sokavirus
NODE_3417_length_930_cov_1.486857	Punavirus
NODE_3419_length_929_cov_2.189931	Biseptimavirus
NODE_3421_length_929_cov_1.447368	Nezavisimistyvirus
NODE_3422_length_929_cov_1.084668	Litunavirus
NODE_3424_length_928_cov_2.279496	Caeruleovirus
NODE_3425_length_928_cov_1.882016	Jenstvirus
NODE_3426_length_928_cov_1.647194	Obolenskvirus
NODE_3428_length_928_cov_1.395189	Webervirus
NODE_3430_length_927_cov_1.829128	Nezavisimistyvirus
NODE_3431_length_927_cov_1.741972	Oslovirus
NODE_3432_length_927_cov_1.627294	Pseudotevenvirus
NODE_3435_length_926_cov_1.351320	Tlsvirus
NODE_3436_length_926_cov_1.140069	Gordtnkvirus
NODE_3437_length_925_cov_2.835632	Pseudotevenvirus
NODE_3438_length_925_cov_1.485057	Tequatrovirus
NODE_3440_length_924_cov_1.993096	Libanvirus
NODE_3441_length_924_cov_1.826237	Cymopoleiavirus
NODE_3442_length_923_cov_1.771889	Otagovirus
NODE_3443_length_923_cov_1.669355	Bixzunavirus
NODE_3444_length_923_cov_1.503456	Jesfedecavirus
NODE_3445_length_922_cov_2.723183	Vequintavirus
NODE_3446_length_922_cov_2.130334	Caeruleovirus
NODE_3447_length_922_cov_2.035755	Vequintavirus
NODE_3448_length_922_cov_1.841984	Bixzunavirus
NODE_3449_length_922_cov_1.647059	Pacinivirus
NODE_3450_length_922_cov_1.088812	Gordtnkvirus
NODE_3451_length_921_cov_2.898383	Jiaodavirus
NODE_3452_length_921_cov_1.698614	Cecivirus
NODE_3453_length_921_cov_1.677829	Acadevirus
NODE_3454_length_921_cov_1.630485	Dongdastvirus
NODE_3455_length_921_cov_1.368360	Samistivirus
NODE_3456_length_921_cov_1.262125	Pakpunavirus
NODE_3457_length_921_cov_1.249423	Phimunavirus
NODE_3458_length_920_cov_2.887861	Chiangmaivirus
NODE_3459_length_920_cov_2.026590	Gaprivervirus
NODE_3461_length_920_cov_1.658960	Rosemountvirus
NODE_3462_length_919_cov_4.447917	Tequatrovirus
NODE_3464_length_919_cov_1.467593	Lilyvirus
NODE_3466_length_919_cov_1.032407	Litunavirus
NODE_3467_length_918_cov_5.508691	Potamoivirus
NODE_3468_length_918_cov_4.707995	Fipvunavirus
NODE_3469_length_918_cov_1.895713	Machinavirus
NODE_3470_length_918_cov_1.732329	Slashvirus
NODE_3472_length_917_cov_1.419954	Berlinvirus
NODE_3473_length_916_cov_1.819977	Certrevirus
NODE_3474_length_916_cov_1.409988	Obolenskvirus
NODE_3476_length_916_cov_1.059233	Tinduovirus
NODE_3477_length_915_cov_2.704651	Derbicusvirus
NODE_3479_length_915_cov_2.143023	Gaprivervirus
NODE_3480_length_915_cov_1.755814	Bixzunavirus
NODE_3482_length_915_cov_1.170930	Nankokuvirus
NODE_3483_length_914_cov_1.870780	Jenstvirus
NODE_3484_length_914_cov_1.391153	Dubowvirus
NODE_3485_length_914_cov_1.313155	Demosthenesvirus
NODE_3486_length_914_cov_1.192084	Rockvillevirus
NODE_3487_length_913_cov_2.917249	Sokavirus
NODE_3488_length_913_cov_1.822844	Hubeivirus
NODE_3489_length_913_cov_1.265734	Otagovirus
NODE_3490_length_912_cov_1.611435	Otagovirus
NODE_3491_length_912_cov_1.492415	Punavirus
NODE_3492_length_912_cov_1.428238	Jesfedecavirus
NODE_3493_length_911_cov_8.304907	Wphvirus
NODE_3494_length_911_cov_2.335280	Caeruleovirus
NODE_3496_length_911_cov_1.613318	Nezavisimistyvirus
NODE_3497_length_911_cov_1.552570	Diegovirus
NODE_3498_length_910_cov_2.410526	Machinavirus
NODE_3500_length_910_cov_1.260819	Pseudotevenvirus
NODE_3501_length_909_cov_1.716628	Nonagvirus
NODE_3502_length_908_cov_4.124267	Tequatrovirus
NODE_3503_length_908_cov_1.287222	Litunavirus
NODE_3504_length_908_cov_1.199297	Kostyavirus
NODE_3505_length_907_cov_2.915493	Derbicusvirus
NODE_3508_length_906_cov_1.695652	Samistivirus
NODE_3509_length_906_cov_1.052879	Samistivirus
NODE_3510_length_905_cov_1.868235	Pollockvirus
NODE_3511_length_905_cov_1.562353	Wphvirus
NODE_3512_length_905_cov_1.482353	Claudivirus
NODE_3514_length_905_cov_0.854118	Gordtnkvirus
NODE_3515_length_904_cov_2.482921	Dhakavirus
NODE_3516_length_904_cov_1.361602	Jesfedecavirus
NODE_3517_length_903_cov_3.181604	Machinavirus
NODE_3518_length_903_cov_2.642689	Emdodecavirus
NODE_3519_length_903_cov_1.821934	Gaprivervirus
NODE_3520_length_902_cov_1.957497	Lilyvirus
NODE_3521_length_902_cov_1.786305	Jenstvirus
NODE_3523_length_902_cov_1.510035	Nonagvirus
NODE_3524_length_902_cov_1.285714	Novosibovirus
NODE_3525_length_902_cov_1.264463	Oneupvirus
NODE_3526_length_901_cov_1.862884	Bixzunavirus
NODE_3527_length_901_cov_1.848700	Jesfedecavirus
NODE_3530_length_900_cov_1.618935	Ceduovirus
NODE_3531_length_900_cov_1.056805	Friunavirus
NODE_3532_length_899_cov_4.610190	Nereusvirus
NODE_3533_length_899_cov_3.726303	Mosigvirus
NODE_3534_length_899_cov_3.329384	Tsarbombavirus
NODE_3535_length_899_cov_2.656398	Jiaodavirus
NODE_3536_length_899_cov_2.422986	Machinavirus
NODE_3537_length_899_cov_1.959716	Bixzunavirus
NODE_3538_length_899_cov_1.946682	Hoswirudivirus
NODE_3539_length_899_cov_0.893365	Demosthenesvirus
NODE_3542_length_896_cov_1.649227	Punavirus
NODE_3543_length_895_cov_3.761905	Tulanevirus
NODE_3544_length_895_cov_2.534524	Usarudivirus
NODE_3545_length_895_cov_2.341667	Rockefellervirus
NODE_3546_length_895_cov_1.494048	Waukeshavirus
